,RMS,P2P,Variance,Mean
RF 40,31.363561868667603,24.19707155227661,44.45720100402832,27.772973775863647
RF 60,52.42062425613403,35.41102600097656,67.62675666809082,53.13465905189514
RF 80,62.29012846946716,54.97055125236511,100.62028789520264,47.09693622589111
RF 100,78.4063651561737,68.89780831336975,129.05552577972412,78.69800877571106
RF 120,89.01626825332642,74.80842685699463,120.20435619354248,95.29491543769836
