,RMSP2P,Variance,Mean
RF 40,0.9963746223564954,0.8670694864048338,0.997583081570997
RF 60,0.9972809667673715,0.8737160120845922,0.9966767371601208
RF 80,0.997583081570997,0.8740181268882176,0.9972809667673715
RF 100,0.9978851963746224,0.8734138972809667,0.9972809667673715
RF 120,0.9972809667673715,0.8749244712990937,0.9978851963746224
