,RMS,P2P,Variance,Mean
NN tanh,34.82381868362427,77.74086093902588,108.63097906112671,106.7313334941864
NN relu,79.05036783218384,56.53652882575989,79.46842217445374,79.96602964401245
NN logistic,40.326416969299316,40.139567613601685,40.064129114151,40.07878494262695
