,RMS,P2P,Variance,Mean
KNN 1,5.841274738311768,5.75871467590332,5.055401086807251,5.718653917312622
KNN 2,6.076750755310059,6.069452524185181,4.749464511871338,6.074970960617065
KNN 3,6.095490455627441,6.1154625415802,4.811141014099121,6.183448791503906
KNN 4,5.742152214050293,5.718244314193726,4.8740129470825195,5.762447118759155
KNN 5,5.756041526794434,5.840104103088379,5.58351993560791,5.798814535140991
KNN 6,6.400104522705078,6.4046337604522705,4.969714879989624,6.342472553253174
