,RMSP2P,Variance,Mean
KNN 1,1.0,0.8368580060422961,1.0
KNN 2,1.0,0.8169184290030211,1.0
KNN 3,1.0,0.8688821752265861,1.0
KNN 4,1.0,0.8564954682779456,1.0
KNN 5,1.0,0.8719033232628399,1.0
KNN 6,1.0,0.8722054380664652,1.0
