,RMS,P2P,Mean,Variance
KNN 1,1.0,1.0,1.0,0.8368580060422961
KNN 2,1.0,1.0,1.0,0.8401812688821753
KNN 3,1.0,1.0,1.0,0.8540785498489426
KNN 4,1.0,1.0,1.0,0.8598187311178248
KNN 5,1.0,1.0,1.0,0.8607250755287009
KNN 6,1.0,1.0,1.0,0.8643504531722055
