,RMSP2P,Variance,Mean
KNN 1,0.9752265861027191,0.8939577039274924,0.9752265861027191
KNN 2,0.9716012084592145,0.8870090634441088,0.9716012084592145
KNN 3,0.9722054380664653,0.8957703927492447,0.9722054380664653
KNN 4,0.9700906344410876,0.8924471299093656,0.9700906344410876
KNN 5,0.9682779456193353,0.8990936555891239,0.9682779456193353
KNN 6,0.959214501510574,0.8942598187311178,0.959214501510574
