,RMS,P2P,Variance,Mean
NN tanh,0.8646525679758308,0.7262839879154078,0.5178247734138973,0.8335347432024169
NN relu,0.7265861027190332,0.6712990936555892,0.534441087613293,0.7806646525679758
NN logistic,0.45468277945619334,0.45468277945619334,0.3731117824773414,0.3731117824773414
