,RMSP2P,Variance,Mean
RF 40,40.15327501296997,51.03462481498718,60.63687252998352
RF 60,90.0540361404419,82.2129225730896,68.28084945678711
RF 80,92.04908633232117,117.38867902755737,107.91102838516235
RF 100,153.00058937072754,127.87511777877808,89.2918152809143
RF 120,173.46152782440186,153.79779601097107,172.8059823513031
