,RMS,P2P,Variance,Mean
RF 40,7.578627586364746,7.606859922409058,19.654792308807373,10.041051387786865
RF 60,14.917346000671387,13.093801021575928,29.170591831207275,14.992283821105957
RF 80,19.813153743743896,19.724350452423096,41.623984575271606,19.584174394607544
RF 100,21.80444884300232,14.918341875076294,57.26255655288696,21.63366174697876
RF 120,21.919223308563232,28.86475896835327,49.31671667098999,25.867936372756958
