,RMSP2P,Variance,Mean
KNN 1,2.330859422683716,3.1241016387939453,2.3079259395599365
KNN 2,4.6333909034729,3.555893659591675,4.746980667114258
KNN 3,2.7636795043945312,3.179250955581665,2.7189714908599854
KNN 4,4.286010026931763,3.607990026473999,4.126741886138916
KNN 5,3.8633623123168945,3.750140905380249,3.9335875511169434
KNN 6,4.146329879760742,3.6896727085113525,4.1871254444122314
