,RMS,P2P,Variance,Mean
SVM rbf,0.9274924471299094,0.9274924471299094,0.7333836858006042,0.9274924471299094
SVM linear,0.6842900302114804,0.6842900302114804,0.6178247734138973,0.6842900302114804
SVM sigmoid,0.6200906344410876,0.6200906344410876,0.5823262839879154,0.6200906344410876
