,RMSP2P,Variance,Mean
RF 40,0.9691842900302114,0.9438066465256798,0.9679758308157099
RF 60,0.9673716012084592,0.9392749244712991,0.9691842900302114
RF 80,0.970392749244713,0.9450151057401812,0.9685800604229607
RF 100,0.9691842900302114,0.947129909365559,0.9697885196374623
RF 120,0.9688821752265862,0.9447129909365559,0.9688821752265862
