,RMS,P2P,Variance,Mean
KNN 1,10.418558597564697,10.4133882522583,8.859719514846802,10.261001586914062
KNN 2,10.323096513748169,10.278658628463745,9.432438135147095,10.291802883148193
KNN 3,11.152608394622803,11.165797472000122,9.755097150802612,11.243475437164307
KNN 4,6.910387277603149,7.016774892807007,8.422876834869385,6.955067157745361
KNN 5,8.937425136566162,8.91081166267395,9.880731582641602,9.298737049102783
KNN 6,14.102195978164673,13.666438817977905,7.377717018127441,13.63905382156372
