,RMS,P2P,Variance,Mean
RF 40,0.9916918429003021,0.9871601208459214,0.9418429003021148,0.9916918429003021
RF 60,0.9924471299093656,0.9916918429003021,0.9418429003021148,0.9916918429003021
RF 80,0.9924471299093656,0.9916918429003021,0.9380664652567976,0.9924471299093656
RF 100,0.9916918429003021,0.9916918429003021,0.925226586102719,0.9916918429003021
RF 120,0.9916918429003021,0.9909365558912386,0.9403323262839879,0.9916918429003021
