,RMSP2P,Variance,Mean
KNN 1,0.9939577039274925,0.8950151057401813,0.9939577039274925
KNN 2,0.9916918429003021,0.8919939577039275,0.9916918429003021
KNN 3,0.9924471299093656,0.8957703927492447,0.9924471299093656
KNN 4,0.9901812688821753,0.8919939577039275,0.9901812688821753
KNN 5,0.9924471299093656,0.8950151057401813,0.9924471299093656
KNN 6,0.9909365558912386,0.8935045317220544,0.9909365558912386
