,RMSP2P,Variance,Mean
KNN 1,0.9972809667673715,0.8078549848942598,0.9972809667673715
KNN 2,0.9960725075528701,0.8129909365558913,0.9960725075528701
KNN 3,0.9960725075528701,0.8259818731117825,0.9960725075528701
KNN 4,0.9951661631419939,0.8308157099697885,0.9951661631419939
KNN 5,0.9960725075528701,0.8280966767371601,0.9960725075528701
KNN 6,0.9936555891238671,0.8220543806646525,0.9936555891238671
