,RMS,P2P,Variance,Mean
RF 40,8.411399364471436,8.398993492126465,9.886041641235352,8.414381742477417
RF 60,12.49994683265686,12.621180295944214,14.6810142993927,12.399307489395142
RF 80,16.52195715904236,16.46149778366089,19.519192934036255,16.45503306388855
RF 100,20.52361035346985,20.52554965019226,24.38580846786499,20.774974822998047
RF 120,24.666030406951904,24.752938985824585,29.359248399734497,24.701233386993408
