,RMSP2P,Variance,Mean
SVM rbf,6.960968732833862,5.6898815631866455,6.9860687255859375
SVM linear,9.526843309402466,8.729217290878296,9.911731004714966
SVM sigmoid,5.4681782722473145,3.0139822959899902,5.4697105884552
