,RMS,P2P,Variance,Mean
RF 40,22.64903688430786,28.028484106063843,31.791167974472046,25.832928895950317
RF 60,34.48266839981079,37.60497570037842,50.78696966171265,30.18609881401062
RF 80,40.42996525764465,61.07980823516846,68.55050659179688,69.99958753585815
RF 100,71.29370093345642,51.6000235080719,81.062490940094,66.50664448738098
RF 120,77.24445676803589,61.88485884666443,102.36824178695679,54.55930805206299
