,RMS,P2P,Variance,Mean
RF 40,0.9712990936555891,0.974320241691843,0.9425981873111783,0.9682779456193353
RF 60,0.9773413897280967,0.974320241691843,0.9350453172205438,0.9697885196374623
RF 80,0.972809667673716,0.974320241691843,0.945619335347432,0.974320241691843
RF 100,0.974320241691843,0.9788519637462235,0.9395770392749244,0.9773413897280967
RF 120,0.9773413897280967,0.974320241691843,0.9350453172205438,0.974320241691843
