,RMSP2P,Variance,Mean
KNN 1,0.9788519637462235,0.9577039274924471,0.9788519637462235
KNN 2,0.9758308157099698,0.93202416918429,0.9758308157099698
KNN 3,0.9682779456193353,0.9380664652567976,0.9682779456193353
KNN 4,0.9712990936555891,0.9290030211480362,0.9712990936555891
KNN 5,0.9546827794561934,0.9214501510574018,0.9546827794561934
KNN 6,0.9577039274924471,0.9244712990936556,0.9577039274924471
