,RMSP2P,Variance,Mean
SVM rbf,0.6601208459214502,0.5861027190332326,0.6601208459214502
SVM linear,0.5120845921450151,0.4984894259818731,0.5120845921450151
SVM sigmoid,0.4788519637462236,0.48036253776435045,0.4788519637462236
