,RMS,P2P,Mean,Variance
RF 40,0.9602215508559919,0.9627391742195368,0.9642497482376636,0.9395770392749244
RF 60,0.9647532729103726,0.9687814702920443,0.9652567975830816,0.9441087613293051
RF 80,0.9702920443101712,0.9682779456193353,0.9667673716012085,0.9410876132930514
RF 100,0.9702920443101712,0.9667673716012085,0.9707955689828801,0.9496475327291037
RF 120,0.9682779456193353,0.9677744209466264,0.972306143001007,0.947129909365559
