,RMSP2P,Variance,Mean
SVM rbf,0.905337361530715,0.7421953675730111,0.905337361530715
SVM linear,0.824773413897281,0.6742195367573011,0.824773413897281
SVM sigmoid,0.7356495468277946,0.6903323262839879,0.7356495468277946
