,RMS,P2P,Variance,Mean
NN tanh,0.9365558912386707,0.9712990936555891,0.9577039274924471,0.9274924471299094
NN relu,0.93202416918429,0.9244712990936556,0.9531722054380665,0.6027190332326284
NN logistic,0.5558912386706949,0.5558912386706949,0.5558912386706949,0.5558912386706949
