,RMSP2P,Variance,Mean
SVM rbf,0.9712990936555891,0.9078549848942599,0.9712990936555891
SVM linear,0.8308157099697885,0.7673716012084593,0.8308157099697885
SVM sigmoid,0.6404833836858006,0.8655589123867069,0.6404833836858006
