,RMS,P2P,Variance,Mean
RF 40,0.9924471299093656,0.9879154078549849,0.9848942598187311,0.9909365558912386
RF 60,0.9909365558912386,0.9894259818731118,0.9848942598187311,0.9924471299093656
RF 80,0.9879154078549849,0.9894259818731118,0.9833836858006042,0.9879154078549849
RF 100,0.9909365558912386,0.9909365558912386,0.9848942598187311,0.9909365558912386
RF 120,0.9894259818731118,0.9879154078549849,0.9848942598187311,0.9909365558912386
