,RMSP2P,Variance,Mean
SVM rbf,0.6140483383685801,0.5377643504531722,0.6140483383685801
SVM linear,0.5045317220543807,0.4297583081570997,0.5045317220543807
SVM sigmoid,0.4418429003021148,0.4161631419939577,0.4418429003021148
