,RMS,P2P,Mean,Variance
RF 40,0.9546827794561934,0.9712990936555891,0.9705438066465257,0.9395770392749244
RF 60,0.9750755287009063,0.9682779456193353,0.9712990936555891,0.9395770392749244
RF 80,0.9682779456193353,0.9773413897280967,0.9682779456193353,0.9403323262839879
RF 100,0.9780966767371602,0.9712990936555891,0.9712990936555891,0.9493957703927492
RF 120,0.9614803625377644,0.9750755287009063,0.9720543806646526,0.9509063444108762
