,RMS,P2P,Mean,Variance
KNN 1,1.0,1.0,1.0,0.9495468277945619
KNN 2,1.0,1.0,1.0,0.9495468277945619
KNN 3,1.0,1.0,1.0,0.8607250755287009
KNN 4,1.0,1.0,1.0,0.8634441087613293
KNN 5,1.0,1.0,1.0,0.8670694864048338
KNN 6,1.0,1.0,1.0,0.870392749244713
