,RMS,P2P,Mean,Variance
c1_g0.1,1.0,1.0,1.0,0.8510574018126889
c1_g0.2,1.0,1.0,1.0,0.8510574018126889
c1_g0.4,1.0,1.0,1.0,0.8510574018126889
c1_g0.8,1.0,1.0,1.0,0.8510574018126889
c1_g1.6,1.0,1.0,1.0,0.8510574018126889
c1_g3.2,1.0,1.0,1.0,0.8510574018126889
c1_g6.4,1.0,1.0,1.0,0.8510574018126889
c1_g12.8,1.0,1.0,1.0,0.8510574018126889
c10_g0.1,1.0,1.0,1.0,0.8670694864048338
c10_g0.2,1.0,1.0,1.0,0.8670694864048338
c10_g0.4,1.0,1.0,1.0,0.8670694864048338
c10_g0.8,1.0,1.0,1.0,0.8670694864048338
c10_g1.6,1.0,1.0,1.0,0.8670694864048338
c10_g3.2,1.0,1.0,1.0,0.8670694864048338
c10_g6.4,1.0,1.0,1.0,0.8670694864048338
c10_g12.8,1.0,1.0,1.0,0.8670694864048338
c100_g0.1,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c100_g0.2,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c100_g0.4,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c100_g0.8,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c100_g1.6,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c100_g3.2,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c100_g6.4,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c100_g12.8,0.9993957703927493,0.9993957703927493,0.9993957703927493,0.881570996978852
c1000_g0.1,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c1000_g0.2,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c1000_g0.4,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c1000_g0.8,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c1000_g1.6,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c1000_g3.2,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c1000_g6.4,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c1000_g12.8,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8900302114803625
c10000_g0.1,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c10000_g0.2,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c10000_g0.4,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c10000_g0.8,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c10000_g1.6,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c10000_g3.2,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c10000_g6.4,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c10000_g12.8,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.8921450151057402
c100000_g0.1,1.0,1.0,1.0,0.8927492447129909
c100000_g0.2,1.0,1.0,1.0,0.8927492447129909
c100000_g0.4,1.0,1.0,1.0,0.8927492447129909
c100000_g0.8,1.0,1.0,1.0,0.8927492447129909
c100000_g1.6,1.0,1.0,1.0,0.8927492447129909
c100000_g3.2,1.0,1.0,1.0,0.8927492447129909
c100000_g6.4,1.0,1.0,1.0,0.8927492447129909
c100000_g12.8,1.0,1.0,1.0,0.8927492447129909
