,RMS,P2P,Variance,Mean
SVM rbf,1.0,1.0,0.9302114803625378,1.0
SVM linear,1.0,1.0,0.8510574018126889,1.0
SVM sigmoid,0.9942598187311178,0.9942598187311178,0.5069486404833837,0.9942598187311178
