,RMS,P2P,Mean,Variance,gamma,C
0,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.1,1
1,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.2,1
2,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.5018126888217522,0.4,1
3,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.5274924471299094,0.8,1
4,0.5223564954682779,0.5223564954682779,0.5223564954682779,0.5504531722054381,1.6,1
5,0.5280966767371601,0.5280966767371601,0.5280966767371601,0.5643504531722054,3.2,1
6,0.543202416918429,0.543202416918429,0.543202416918429,0.5788519637462236,6.4,1
7,0.5444108761329305,0.5444108761329305,0.5444108761329305,0.5818731117824774,12.8,1
8,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.5214501510574018,0.1,10
9,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.5377643504531722,0.2,10
10,0.5075528700906344,0.5075528700906344,0.5075528700906344,0.5649546827794562,0.4,10
11,0.5262839879154079,0.5262839879154079,0.5262839879154079,0.5779456193353474,0.8,10
12,0.5401812688821752,0.5401812688821752,0.5401812688821752,0.583987915407855,1.6,10
13,0.5438066465256798,0.5438066465256798,0.5438066465256798,0.5924471299093655,3.2,10
14,0.545619335347432,0.545619335347432,0.545619335347432,0.5957703927492447,6.4,10
15,0.561631419939577,0.561631419939577,0.561631419939577,0.5972809667673716,12.8,10
16,0.49425981873111785,0.49425981873111785,0.49425981873111785,0.5646525679758309,0.1,100
17,0.5217522658610272,0.5217522658610272,0.5217522658610272,0.575226586102719,0.2,100
18,0.5299093655589124,0.5299093655589124,0.5299093655589124,0.5827794561933535,0.4,100
19,0.5401812688821752,0.5401812688821752,0.5401812688821752,0.5894259818731118,0.8,100
20,0.5422960725075529,0.5422960725075529,0.5422960725075529,0.5975830815709969,1.6,100
21,0.5453172205438066,0.5453172205438066,0.5453172205438066,0.5993957703927493,3.2,100
22,0.5613293051359517,0.5613293051359517,0.5613293051359517,0.6166163141993958,6.4,100
23,0.5589123867069486,0.5589123867069486,0.5589123867069486,0.6287009063444109,12.8,100
24,0.5220543806646526,0.5220543806646526,0.5220543806646526,0.5770392749244713,0.1,1000
25,0.5259818731117825,0.5259818731117825,0.5259818731117825,0.5845921450151057,0.2,1000
26,0.540785498489426,0.540785498489426,0.540785498489426,0.5936555891238671,0.4,1000
27,0.5425981873111783,0.5425981873111783,0.5425981873111783,0.5963746223564955,0.8,1000
28,0.5438066465256798,0.5438066465256798,0.5438066465256798,0.602416918429003,1.6,1000
29,0.5549848942598188,0.5549848942598188,0.5549848942598188,0.6241691842900302,3.2,1000
30,0.5546827794561934,0.5546827794561934,0.5546827794561934,0.6308157099697885,6.4,1000
31,0.5586102719033232,0.5586102719033232,0.5586102719033232,0.6332326283987916,12.8,1000
32,0.5274924471299094,0.5274924471299094,0.5274924471299094,0.5867069486404833,0.1,10000
33,0.540785498489426,0.540785498489426,0.540785498489426,0.5963746223564955,0.2,10000
34,0.5425981873111783,0.5425981873111783,0.5425981873111783,0.5978851963746223,0.4,10000
35,0.5438066465256798,0.5438066465256798,0.5438066465256798,0.6087613293051359,0.8,10000
36,0.5564954682779456,0.5564954682779456,0.5564954682779456,0.6241691842900302,1.6,10000
37,0.5564954682779456,0.5564954682779456,0.5564954682779456,0.6293051359516616,3.2,10000
38,0.5589123867069486,0.5589123867069486,0.5589123867069486,0.63202416918429,6.4,10000
39,0.5564954682779456,0.5564954682779456,0.5564954682779456,0.6416918429003021,12.8,10000
40,0.5404833836858006,0.5404833836858006,0.5404833836858006,0.5972809667673716,0.1,100000
41,0.543202416918429,0.543202416918429,0.543202416918429,0.6015105740181269,0.2,100000
42,0.5471299093655589,0.5471299093655589,0.5471299093655589,0.6160120845921451,0.4,100000
43,0.5510574018126888,0.5510574018126888,0.5510574018126888,0.6253776435045317,0.8,100000
44,0.5555891238670695,0.5555891238670695,0.5555891238670695,0.6308157099697885,1.6,100000
45,0.5610271903323263,0.5610271903323263,0.5610271903323263,0.6326283987915408,3.2,100000
46,0.5610271903323263,0.5610271903323263,0.5610271903323263,0.6498489425981873,6.4,100000
47,0.5661631419939577,0.5661631419939577,0.5661631419939577,0.6507552870090635,12.8,100000
