,RMSP2P,Variance,Mean
RF 40,0.8712990936555891,0.7299093655589124,0.8827794561933535
RF 60,0.8861027190332327,0.7353474320241692,0.8770392749244713
RF 80,0.877643504531722,0.7410876132930514,0.8848942598187312
RF 100,0.8858006042296073,0.7347432024169185,0.872809667673716
RF 120,0.888821752265861,0.7341389728096677,0.8891238670694864
