,RMS,P2P,Variance,Mean
NN tanh,0.5,0.49788519637462236,0.49486404833836856,0.5392749244712991
NN relu,0.5063444108761329,0.4954682779456193,0.5489425981873112,0.4960725075528701
NN logistic,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244
