,RMS,P2P,Variance,Mean
KNN 1,8.219138622283936,8.274112701416016,7.832770586013794,8.117432594299316
KNN 2,10.271477699279785,10.31675386428833,9.595585346221924,10.31676459312439
KNN 3,8.76078462600708,8.774245262145996,8.216390371322632,8.773040771484375
KNN 4,9.76164698600769,9.83559536933899,8.457809686660767,9.7689049243927
KNN 5,8.85413646697998,8.795136213302612,8.52115511894226,8.858162641525269
KNN 6,8.89065670967102,8.907773733139038,9.910947322845459,8.919190883636475
