,RMSP2P,Variance,Mean
KNN 1,1.0,0.986404833836858,1.0
KNN 2,1.0,0.9879154078549849,1.0
KNN 3,1.0,0.9833836858006042,1.0
KNN 4,1.0,0.9841389728096677,1.0
KNN 5,1.0,0.9788519637462235,1.0
KNN 6,1.0,0.9803625377643505,1.0
