,RMS,P2P,Variance,Mean
RF 40,1.0,1.0,0.9977341389728097,1.0
RF 60,1.0,1.0,0.9984894259818731,1.0
RF 80,1.0,1.0,0.9969788519637462,1.0
RF 100,1.0,1.0,0.9984894259818731,1.0
RF 120,1.0,1.0,0.9977341389728097,1.0
