,RMS,P2P,Variance,Mean
SVM rbf,0.9259818731117825,0.9259818731117825,0.7787009063444109,0.9259818731117825
SVM linear,0.7394259818731118,0.7394259818731118,0.7077039274924471,0.7394259818731118
SVM sigmoid,0.7416918429003021,0.7416918429003021,0.6948640483383686,0.7416918429003021
