,RMSP2P,Variance,Mean
KNN 1,0.9690332326283988,0.9433534743202417,0.9690332326283988
KNN 2,0.9720543806646526,0.9425981873111783,0.9720543806646526
KNN 3,0.9788519637462235,0.9448640483383686,0.9788519637462235
KNN 4,0.9652567975830816,0.945619335347432,0.9652567975830816
KNN 5,0.9652567975830816,0.9441087613293051,0.9652567975830816
KNN 6,0.9554380664652568,0.9395770392749244,0.9554380664652568
