,RMS,P2P,Variance,Mean
RF 40,0.8788519637462235,0.8779456193353474,0.7365558912386707,0.8773413897280967
RF 60,0.8821752265861027,0.8749244712990937,0.7435045317220543,0.8830815709969788
RF 80,0.8767371601208459,0.8821752265861027,0.743202416918429,0.8818731117824773
RF 100,0.8839879154078549,0.8839879154078549,0.7419939577039275,0.8833836858006042
RF 120,0.8818731117824773,0.8700906344410876,0.7422960725075529,0.8812688821752266
