,RMSP2P,Variance,Mean
KNN 1,1.0,0.9826283987915407,1.0
KNN 2,1.0,0.9645015105740181,1.0
KNN 3,1.0,0.9871601208459214,1.0
KNN 4,1.0,0.9894259818731118,1.0
KNN 5,1.0,0.986404833836858,1.0
KNN 6,1.0,0.9886706948640483,1.0
