,RMSP2P,Variance,Mean
SVM rbf,0.9259818731117825,0.6805135951661632,0.9259818731117825
SVM linear,0.7726586102719033,0.6729607250755287,0.7726586102719033
SVM sigmoid,0.75,0.6925981873111783,0.75
