,RMS,P2P,Variance,Mean
NN tanh,0.9269889224572004,0.9164149043303121,0.7527693856998993,0.9118831822759316
NN relu,0.9249748237663645,0.9154078549848943,0.8298086606243706,0.9239677744209466
NN logistic,0.6555891238670695,0.6555891238670695,0.6555891238670695,0.6555891238670695
