,RMS,P2P,Variance,Mean
RF 40,0.9702920443101712,0.9677744209466264,0.947129909365559,0.9718026183282981
RF 60,0.9718026183282981,0.9682779456193353,0.9481369587109768,0.9702920443101712
RF 80,0.9718026183282981,0.972306143001007,0.9491440080563948,0.9702920443101712
RF 100,0.9702920443101712,0.9712990936555891,0.9491440080563948,0.9692849949647533
RF 120,0.972809667673716,0.9707955689828801,0.945619335347432,0.9718026183282981
