,RMS,P2P,Variance,Mean
NN tanh,107.25531530380249,110.67522740364075,262.9788522720337,117.14898347854614
NN relu,115.31534433364868,100.33645915985107,180.4265444278717,111.92862582206726
NN logistic,60.164544343948364,113.48071122169495,23.52766442298889,118.88575100898743
