,RMSP2P,Variance,Mean
RF 40,27.781699180603027,35.39200830459595,29.005735635757446
RF 60,41.660024881362915,58.12412738800049,41.734999895095825
RF 80,56.26488971710205,82.70497393608093,55.193753719329834
RF 100,69.63508415222168,87.6590588092804,69.26955556869507
RF 120,83.00107026100159,152.95481944084167,83.6106390953064
