,RMSP2P,Variance,Mean
KNN 1,14.09766149520874,5.23420262336731,13.860628604888916
KNN 2,14.732955694198608,4.332456827163696,14.652854919433594
KNN 3,15.017833232879639,3.9651384353637695,14.931097745895386
KNN 4,15.067784070968628,3.9949939250946045,15.1482412815094
KNN 5,15.313536643981934,4.040168046951294,15.57763147354126
KNN 6,15.461260080337524,4.087926626205444,15.750251531600952
