,RMS,P2P,Variance,Mean
RF 40,0.9131419939577039,0.9070996978851964,0.7945619335347432,0.9018126888217523
RF 60,0.9116314199395771,0.9101208459214502,0.7945619335347432,0.9131419939577039
RF 80,0.9070996978851964,0.9101208459214502,0.7885196374622356,0.9131419939577039
RF 100,0.9070996978851964,0.9116314199395771,0.7983383685800605,0.9161631419939577
RF 120,0.9108761329305136,0.9025679758308157,0.7968277945619335,0.9093655589123867
