,RMSP2P,Variance,Mean
SVM rbf,0.5861027190332326,0.6737160120845922,0.5861027190332326
SVM linear,0.49395770392749244,0.49395770392749244,0.49395770392749244
SVM sigmoid,0.5151057401812689,0.5649546827794562,0.5151057401812689
