,RMS,P2P,Mean,Variance,gamma,C
0,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.1,1
1,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.2,1
2,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.4,1
3,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.8,1
4,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,1.6,1
5,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,3.2,1
6,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,6.4,1
7,0.49395770392749244,0.49395770392749244,0.49395770392749244,0.49395770392749244,12.8,1
8,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,0.1,10
9,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,0.2,10
10,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,0.4,10
11,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,0.8,10
12,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,1.6,10
13,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,3.2,10
14,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,6.4,10
15,0.6570996978851964,0.6570996978851964,0.6570996978851964,0.56797583081571,12.8,10
16,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,0.1,100
17,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,0.2,100
18,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,0.4,100
19,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,0.8,100
20,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,1.6,100
21,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,3.2,100
22,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,6.4,100
23,0.823262839879154,0.823262839879154,0.823262839879154,0.6148036253776435,12.8,100
24,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.1,1000
25,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.2,1000
26,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.4,1000
27,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.8,1000
28,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,1.6,1000
29,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,3.2,1000
30,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,6.4,1000
31,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,12.8,1000
32,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.1,10000
33,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.2,10000
34,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.4,10000
35,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,0.8,10000
36,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,1.6,10000
37,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,3.2,10000
38,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,6.4,10000
39,0.9969788519637462,0.9969788519637462,0.9969788519637462,0.6193353474320241,12.8,10000
40,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,0.1,100000
41,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,0.2,100000
42,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,0.4,100000
43,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,0.8,100000
44,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,1.6,100000
45,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,3.2,100000
46,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,6.4,100000
47,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.6238670694864048,12.8,100000
