,RMSP2P,Variance,Mean
SVM rbf,104.1891987323761,129.10988068580627,108.76577734947205
SVM linear,83.69191455841064,137.9417326450348,92.49700236320496
SVM sigmoid,44.25478982925415,68.3241319656372,44.127238273620605
