,RMS,P2P,Variance,Mean
SVM rbf,14.098719596862793,14.166221857070923,78.78272819519043,14.080784797668457
SVM linear,10.585347652435303,10.583234310150146,76.13261318206787,10.58308458328247
SVM sigmoid,62.08582830429077,62.07897090911865,35.97386574745178,62.05596351623535
