,RMS,P2P,Variance,Mean
RF 40,17.523258686065674,17.183025360107422,18.532277584075928,17.257152795791626
RF 60,25.692534923553467,25.662626028060913,37.54292011260986,26.17061471939087
RF 80,34.03915071487427,34.321521282196045,45.31722044944763,34.48631834983826
RF 100,43.54744029045105,42.809677600860596,50.361618995666504,42.51928949356079
RF 120,51.254857301712036,51.469393253326416,60.88770318031311,51.07772898674011
