,RMS,P2P,Mean,Variance
RF 40,0.8610271903323263,0.8660624370594159,0.8685800604229608,0.7084592145015106
RF 60,0.877139979859013,0.8741188318227593,0.8660624370594159,0.6993957703927492
RF 80,0.8721047331319235,0.878147029204431,0.8680765357502518,0.7124874118831823
RF 100,0.8721047331319235,0.8731117824773413,0.8816717019133937,0.7245720040281974
RF 120,0.879154078549849,0.8710976837865055,0.879154078549849,0.6993957703927492
