,RMSP2P,Variance,Mean
RF 40,42.99460816383362,40.051732301712036,36.82705640792847
RF 60,56.76483345031738,68.3091185092926,59.926026821136475
RF 80,74.99828314781189,126.99533152580261,76.00452017784119
RF 100,93.94274425506592,148.91578722000122,128.17000532150269
RF 120,140.45115876197815,136.2013509273529,132.24002122879028
