,RMSP2P,Variance,Mean
SVM rbf,0.9259818731117825,0.8882175226586103,0.9259818731117825
SVM linear,0.8549848942598187,0.6737160120845922,0.8549848942598187
SVM sigmoid,0.7749244712990937,0.6706948640483383,0.7749244712990937
