,RMS,P2P,Mean,Variance
c1_g0.1,0.9954682779456193,0.9954682779456193,0.9954682779456193,0.3187311178247734
c1_g0.2,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.3187311178247734
c1_g0.4,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.3187311178247734
c1_g0.8,0.7688821752265861,0.7688821752265861,0.7688821752265861,0.3187311178247734
c1_g1.6,0.38469284994964753,0.38469284994964753,0.38469284994964753,0.3187311178247734
c1_g3.2,0.9848942598187311,0.9848942598187311,0.9848942598187311,0.324773413897281
c1_g6.4,0.44914400805639476,0.44914400805639476,0.44914400805639476,0.33131923464249746
c1_g12.8,0.675226586102719,0.675226586102719,0.675226586102719,0.3464249748237664
c10_g0.1,0.999496475327291,0.999496475327291,0.999496475327291,0.3187311178247734
c10_g0.2,0.999496475327291,0.999496475327291,0.999496475327291,0.3202416918429003
c10_g0.4,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.3252769385699899
c10_g0.8,0.7547834843907352,0.7547834843907352,0.7547834843907352,0.33484390735146025
c10_g1.6,0.38469284994964753,0.38469284994964753,0.38469284994964753,0.35196374622356497
c10_g3.2,0.9848942598187311,0.9848942598187311,0.9848942598187311,0.3731117824773414
c10_g6.4,0.9758308157099698,0.9758308157099698,0.9758308157099698,0.3902316213494461
c10_g12.8,0.676233635448137,0.676233635448137,0.676233635448137,0.41037260825780464
c100_g0.1,1.0,1.0,1.0,0.3413897280966767
c100_g0.2,0.999496475327291,0.999496475327291,0.999496475327291,0.35599194360523667
c100_g0.4,0.9964753272910373,0.9964753272910373,0.9964753272910373,0.37865055387714
c100_g0.8,1.0,1.0,1.0,0.39778449144008055
c100_g1.6,0.38469284994964753,0.38469284994964753,0.38469284994964753,0.41540785498489424
c100_g3.2,0.9848942598187311,0.9848942598187311,0.9848942598187311,0.42396777442094663
c100_g6.4,0.974320241691843,0.974320241691843,0.974320241691843,0.4254783484390735
c100_g12.8,0.9682779456193353,0.9682779456193353,0.9682779456193353,0.40634441087613293
c1000_g0.1,1.0,1.0,1.0,0.4043303121852971
c1000_g0.2,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.4179254783484391
c1000_g0.4,0.9909365558912386,0.9909365558912386,0.9909365558912386,0.42346424974823765
c1000_g0.8,0.998992950654582,0.998992950654582,0.998992950654582,0.42396777442094663
c1000_g1.6,0.38469284994964753,0.38469284994964753,0.38469284994964753,0.4214501510574018
c1000_g3.2,0.9848942598187311,0.9848942598187311,0.9848942598187311,0.4204431017119839
c1000_g6.4,0.973313192346425,0.973313192346425,0.973313192346425,0.3992950654582075
c1000_g12.8,0.9652567975830816,0.9652567975830816,0.9652567975830816,0.47532729103726085
c10000_g0.1,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.42346424974823765
c10000_g0.2,0.9949647532729103,0.9949647532729103,0.9949647532729103,0.4209466263846928
c10000_g0.4,0.9914400805639476,0.9914400805639476,0.9914400805639476,0.4199395770392749
c10000_g0.8,0.9979859013091642,0.9979859013091642,0.9979859013091642,0.4199395770392749
c10000_g1.6,0.38469284994964753,0.38469284994964753,0.38469284994964753,0.4199395770392749
c10000_g3.2,0.9838872104733132,0.9838872104733132,0.9838872104733132,0.40080563947633435
c10000_g6.4,0.973313192346425,0.973313192346425,0.973313192346425,0.38016112789526685
c10000_g12.8,0.9682779456193353,0.9682779456193353,0.9682779456193353,0.47129909365558914
c100000_g0.1,0.9949647532729103,0.9949647532729103,0.9949647532729103,0.4199395770392749
c100000_g0.2,0.9949647532729103,0.9949647532729103,0.9949647532729103,0.41842900302114805
c100000_g0.4,0.9914400805639476,0.9914400805639476,0.9914400805639476,0.41842900302114805
c100000_g0.8,0.9979859013091642,0.9979859013091642,0.9979859013091642,0.4133937562940584
c100000_g1.6,0.38469284994964753,0.38469284994964753,0.38469284994964753,0.48841893252769386
c100000_g3.2,0.9838872104733132,0.9838872104733132,0.9838872104733132,0.37361530715005037
c100000_g6.4,0.973313192346425,0.973313192346425,0.973313192346425,0.35850956696878145
c100000_g12.8,0.9672708962739174,0.9672708962739174,0.9672708962739174,0.4738167170191339
