,RMS,P2P,Variance,Mean
NN tanh,27.248417854309082,18.28012466430664,22.87367558479309,29.749990224838257
NN relu,17.305596828460693,35.140408992767334,21.97664189338684,32.680421352386475
NN logistic,39.662376165390015,37.20438766479492,36.77166414260864,37.32618474960327
