,RMS,P2P,Variance,Mean
KNN 1,1.0,1.0,0.9587109768378651,1.0
KNN 2,1.0,1.0,0.953423967774421,1.0
KNN 3,1.0,1.0,0.9622356495468278,1.0
KNN 4,1.0,1.0,0.9627391742195368,1.0
KNN 5,1.0,1.0,0.9599697885196374,1.0
KNN 6,1.0,1.0,0.9602215508559919,1.0
