,RMSP2P,Variance,Mean
KNN 1,0.8972809667673716,0.7401812688821753,0.8972809667673716
KNN 2,0.8844410876132931,0.4312688821752266,0.8844410876132931
KNN 3,0.8844410876132931,0.7220543806646526,0.8844410876132931
KNN 4,0.8821752265861027,0.729607250755287,0.8821752265861027
KNN 5,0.879154078549849,0.7190332326283988,0.879154078549849
KNN 6,0.8716012084592145,0.7061933534743202,0.8716012084592145
