,RMSP2P,Variance,Mean
SVM rbf,0.5762839879154078,0.5649546827794562,0.5762839879154078
SVM linear,0.49395770392749244,0.4947129909365559,0.49395770392749244
SVM sigmoid,0.5030211480362538,0.4954682779456193,0.5030211480362538
