,RMS,P2P,Variance,Mean
NN tanh,163.41707277297974,70.50205850601196,125.06595492362976,84.92264580726624
NN relu,135.66949939727783,131.19608545303345,137.4167447090149,128.87903881072998
NN logistic,65.19685053825378,65.372887134552,65.77351069450378,65.487069606781
